fips,total_cases,fips,total_death
21187,61468,21187,809
21189,42736,21189,940
21191,88659,21191,121
21193,238201,21193,3207
21195,466457,21195,4974
21197,97566,21197,42
21199,569426,21199,7973
21201,18296,21201,876
21203,134500,21203,1246
21205,186416,21205,715
21207,177888,21207,4696
21209,420497,21209,3769
21211,527491,21211,7224
21213,179037,21213,3106
21215,151731,21215,645
21217,265190,21217,3219
21219,107619,21219,2691
21221,106865,21221,504
21223,55298,21223,183
21225,150338,21225,1421
21227,1843083,21227,16540
21229,129651,21229,1894
21231,193821,21231,2926
21233,125055,21233,1822
21235,393409,21235,1782
21237,41716,21237,329
21239,198091,21239,326
22001,984399,22001,31012
22003,494257,22003,14816
22005,1491674,22005,30238
22007,288803,22007,7045
22009,526663,22009,17538
22011,370458,22011,10781
22013,214910,22013,12117
22015,1555845,22015,38012
22017,3450793,22017,121455
22019,2720996,22019,61045
22021,145402,22021,2592
22023,75096,22023,638
22025,157978,22025,4352
22027,189194,22027,7662
22029,230309,22029,6769
22031,356140,22031,11639
22033,5265300,22033,141020
22035,194031,22035,2396
22037,472237,22037,20273
22039,459845,22039,10203
22041,407418,22041,14615
22043,231217,22043,7775
22045,973150,22045,27829
22047,538096,22047,19154
22049,251514,22049,8008
22051,6745896,22051,192179
22053,431566,22053,12825
22055,3137289,22055,40410
22057,1291583,22057,39474
22059,190081,22059,3887
22061,559236,22061,14803
22063,1556624,22063,26287
22065,264001,22065,3644
22067,344841,22067,8694
22069,498205,22069,11129
22071,4783579,22071,198747
22073,2507680,22073,57015
22075,306904,22075,6383
22077,359215,22077,13325
22079,1592298,22079,46604
22081,126568,22081,6426
22083,317184,22083,6153
22085,352850,22085,6269
22087,526574,22087,10096
22089,723469,22089,20296
22091,132877,22091,1117
22093,289827,22093,11906
22095,594002,22095,33672
22097,1197164,22097,41723
22099,728588,22099,19281
22101,627016,22101,23470
22103,2946202,22103,87255
22105,1693798,22105,38612
22107,51838,22107,645
22109,1292283,22109,35925
22111,354994,22111,14295
22113,671829,22113,16618
22115,378606,22115,14472
22117,603485,22117,22195
22119,512204,22119,12159
22121,344247,22121,12911
22123,154060,22123,4908
22125,201570,22125,6614
22127,225708,22127,5817
23001,479098,23001,6333
23003,94388,23003,2676
23005,1354218,23005,26690
23007,75085,23007,990
23009,76715,23009,2370
23011,299456,23011,5947
23013,57340,23013,640
23015,48905,23015,313
23017,169984,23017,3014
23019,319709,23019,5558
23021,18729,23021,99
23023,70904,23023,137
23025,111983,23025,3172
23027,63287,23027,4938
23029,55499,23029,753
23031,860061,23031,11476
24001,675286,24001,20867
24003,4566531,24003,90847
24005,7248536,24005,218680
24009,443618,24009,10882
24011,265500,24011,2268
24013,950440,24013,43003
24015,587028,24015,15527
24017,1176700,24017,32990
24019,269037,24019,4423
24021,2059166,24021,48401
24023,175759,24023,4844
24025,1490760,24025,32560
24027,2151254,24027,40764
24029,142821,24029,7974
24031,9287265,24031,286441
24033,11405786,24033,272944
24035,303414,24035,7813
24037,609958,24037,19607
24039,245156,24039,3076
24041,225241,24041,2738
24043,1251436,24043,25084
24045,894411,24045,19415
24047,410379,24047,11129
24510,6096911,24510,162501
25001,1097388,25001,63019
25003,528206,25003,28427
25005,6341562,25005,253775
25007,78876,25007,56
25009,10822159,25009,436186
25011,242196,25011,22888
25013,4938845,25013,269636
25015,763814,25015,48412
25017,14716223,25017,722398
25019,106272,25019,379
25021,5647616,25021,354122
25023,5112360,25023,262453
25025,11356297,25025,376724
25027,8075930,25027,380003
26001,45244,26001,2154
26003,58404,26003,354
26005,804962,26005,10188
26007,160238,26007,6312
26009,103417,26009,1481
26011,82043,26011,2978
26013,80774,26013,3257
26015,404291,26015,4315
26017,865902,26017,31053
26019,90274,26019,2797
26021,1400534,26021,34571
26023,709722,26023,15671
26025,1150769,26025,29894
26027,453454,26027,7905
26029,130665,26029,1644
26031,100775,26031,3901
26033,394927,26033,2951
26035,164182,26035,6587
26037,570570,26037,8139
26039,76082,26039,1609
26041,397857,26041,10293
26043,277673,26043,8167
26045,673373,26045,13546
26047,187576,26047,4517
26049,3254257,26049,131637
26051,155010,26051,3849
26053,146179,26053,4771
26055,435663,26055,6962
26057,543954,26057,11340
26059,365026,26059,12061
26061,298257,26061,3802
26063,213974,26063,5516
26065,1933907,26065,31181
26067,690783,26067,7091
26069,157304,26069,8088
26071,117955,26071,5632
26073,476372,26073,7947
26075,1778352,26075,34654
26077,1877066,26077,45225
26079,70308,26079,2030
26081,6632470,26081,92571
26083,13159,26083,227
26085,39592,26085,1003
26087,660396,26087,20120
26089,90654,26089,1093
26091,911951,26091,12151
26093,1172673,26093,16738
26095,133243,26095,103
26097,53277,26097,246
26099,8187619,26099,387564
26101,113767,26101,2098
26103,582112,26103,7936
26105,135835,26105,2370
26107,224668,26107,2200
26109,239015,26109,3510
26111,562256,26111,7503
26113,72214,26113,1535
26115,1131252,26115,22498
26117,515066,26117,8484
26119,36105,26119,1257
26121,1612021,26121,42165
26123,323836,26123,4237
26125,10554282,26125,428145
26127,263243,26127,5405
26129,114836,26129,3639
26131,45291,26131,1911
26133,112079,26133,1965
26135,40896,26135,1892
26137,166854,26137,4815
26139,2634602,26139,42389
26141,64260,26141,1915
26143,124118,26143,3360
26145,1927511,26145,71614
26147,989089,26147,31040
26149,551042,26149,8665
26151,198592,26151,7731
26153,31026,26153,481
26155,433241,26155,12730
26157,378411,26157,17326
26159,579082,26159,11235
26161,2406764,26161,47661
26163,16007312,26163,1003334
26165,141250,26165,2820
27001,128811,27001,3741
27003,4165674,27003,58892
27005,348419,27005,3973
27007,391286,27007,4869
27009,532194,27009,9522
27011,59606,27011,321
27013,785834,27013,3934
27015,255234,27015,3746
27017,336105,27017,4150
27019,917976,27019,4317
27021,243547,27021,2758
27023,171561,27023,3182
27025,556102,27025,3713
27027,912441,27027,15955
27029,80122,27029,1412
27031,12913,27031,0
27033,169273,27033,1547
27035,596968,27035,9802
27037,4453860,27037,53691
27039,175768,27039,345
27041,442370,27041,6814
27043,128700,27043,1246
27045,146209,27045,501
27047,328767,27047,2311
27049,410186,27049,7299
27051,54189,27051,1259
27053,13808300,27053,319863
27055,155742,27055,1253
27057,181210,27057,4172
27059,340723,27059,4291
27061,354067,27061,6610
27063,108032,27063,880
27065,118789,27065,2785
27067,766455,27067,6996
27069,41430,27069,1902
27071,76303,27071,1459
27073,74059,27073,1535
27075,74711,27075,1524
27077,21750,27077,188
27079,283438,27079,2211
27081,65521,27081,173
27083,414428,27083,4122
27085,394705,27085,4488
27087,51568,27087,950
27089,85057,27089,1569
27091,238229,27091,4587
27093,235247,27093,3420
27095,256681,27095,5668
27097,376206,27097,5003
27099,587404,27099,4012
27101,117240,27101,902
27103,314222,27103,6459
27105,767786,27105,6838
27107,56925,27107,931
27109,1457461,27109,11513
27111,542846,27111,6585
27113,126587,27113,1622
27115,311390,27115,1457
27117,132997,27117,3877
27119,408989,27119,6296
27121,91658,27121,427
27123,5789375,27123,127785
27125,39738,27125,519
27127,164812,27127,3329
27129,163152,27129,5054
27131,844629,27131,8588
27133,140167,27133,1457
27135,196873,27135,1495
27137,1634128,27137,29530
27139,1614759,27139,13502
27141,1035058,27141,8801
27143,138727,27143,1124
27145,2589614,27145,23769
27147,370610,27147,1326
27149,86652,27149,804
27151,105320,27151,1883
27153,344394,27153,3298
27155,30792,27155,324
27157,203331,27157,277
27159,140625,27159,1676
27161,268721,27161,2277
27163,2673099,27163,32035
27165,182554,27165,1106
27167,75785,27167,1580
27169,514018,27169,8344
27171,1453151,27171,11221
27173,119239,27173,1956
28001,342347,28001,12787
28003,356569,28003,6426
28005,144983,28005,3970
28007,299200,28007,10414
28009,114329,28009,2857
28011,626761,28011,19675
28013,208128,28013,3919
28015,164433,28015,4363
28017,280131,28017,8756
28019,87067,28019,2184
28021,157358,28021,4829
28023,228194,28023,13072
28025,240553,28025,6692
28027,383455,28027,9461
28029,429843,28029,9866
28031,334735,28031,9981
28033,2479666,28033,26293
28035,976469,28035,23741
28037,92805,28037,1880
28039,303671,28039,5826
28041,160983,28041,5270
28043,371279,28043,11400
28045,351777,28045,10199
28047,1884406,28047,29566
28049,2634981,28049,53760
28051,342263,28051,16566
28053,136978,28053,4977
28055,26858,28055,928
28057,365753,28057,9205
28059,1543589,28059,28731
28061,255069,28061,5639
28063,90330,28063,3247
28065,137622,28065,4212
28067,1014128,28067,23967
28069,126467,28069,4893
28071,760003,28071,14045
28073,737318,28073,11162
28075,908114,28075,40132
28077,172497,28077,3289
28079,388078,28079,11703
28081,1226611,28081,23034
28083,505977,28083,24322
28085,472565,28085,17832
28087,716306,28087,18575
28089,1303507,28089,29226
28091,330400,28091,11991
28093,498456,28093,10304
28095,524720,28095,21231
28097,177433,28097,5781
28099,598778,28099,32373
28101,305255,28101,7435
28103,193741,28103,4752
28105,626146,28105,15754
28107,564565,28107,11986
28109,455924,28109,19397
28111,157158,28111,5527
28113,435530,28113,15244
28115,521581,28115,7612
28117,346116,28117,7315
28119,118193,28119,1570
28121,1517854,28121,30012
28123,453530,28123,9116
28125,77218,28125,3128
28127,379381,28127,12377
28129,204720,28129,5097
28131,192798,28131,3686
28133,473110,28133,12968
28135,242557,28135,6021
28137,410006,28137,11230
28139,327763,28139,8454
28141,268917,28141,9679
28143,151071,28143,4099
28145,463678,28145,8828
28147,196251,28147,6992
28149,531495,28149,16332
28151,779135,28151,22488
28153,345063,28153,6597
28155,136818,28155,4482
28157,102988,28157,5607
28159,308925,28159,8785
28161,184694,28161,5747
28163,410071,28163,9234
29001,254852,29001,1362
29003,158512,29003,1988
29005,36267,29005,583
29007,274459,29007,4950
29009,277854,29009,4914
29011,119800,29011,1081
29013,114978,29013,2070
29015,171738,29015,2356
29017,143494,29017,1431
29019,2130619,29019,7784
29021,1304786,29021,18184
29023,415782,29023,2800
29025,74266,29025,851
29027,519951,29027,3457
29029,479587,29029,9377
29031,1107195,29031,15783
29033,94656,29033,1912
29035,53727,29035,1095
29037,850811,29037,10267
29039,80771,29039,1277
29041,45860,29041,327
29043,917326,29043,6706
29045,52974,29045,581
29047,1086858,29047,17842
29049,179338,29049,7067
29051,1070649,29051,11908
29053,216355,29053,2268
29055,238232,29055,2843
29057,76587,29057,3441
29059,106680,29059,2144
29061,68774,29061,1221
29063,108613,29063,2540
29065,95018,29065,1249
29067,93797,29067,2854
29069,332192,29069,2911
29071,995699,29071,18364
29073,99563,29073,4978
29075,88835,29075,3369
29077,3225625,29077,45846
29079,98313,29079,3360
29081,89740,29081,1168
29083,195530,29083,3484
29085,62571,29085,1241
29087,46273,29087,960
29089,91216,29089,542
29091,341641,29091,4837
29093,52029,29093,219
29095,3712532,29095,44558
29097,1001085,29097,13328
29099,2505276,29099,25573
29101,502531,29101,4189
29103,23765,29103,243
29105,363215,29105,6639
29107,306077,29107,6055
29109,348886,29109,7252
29111,77249,29111,695
29113,506145,29113,2940
29115,63888,29115,1607
29117,163509,29117,3200
29119,396532,29119,4423
29121,129043,29121,1024
29123,165856,29123,1482
29125,64574,29125,680
29127,337356,29127,4348
29129,19099,29129,161
29131,287918,29131,5072
29133,166818,29133,2137
29135,217488,29135,3165
29137,70672,29137,821
29139,68031,29139,1064
29141,204360,29141,3356
29143,246793,29143,5419
29145,591397,29145,7734
29147,346239,29147,2826
29149,78154,29149,279
29151,165249,29151,1161
29153,61534,29153,833
29155,210677,29155,4127
29157,283805,29157,2855
29159,625968,29159,8539
29161,341090,29161,11237
29163,174585,29163,2277
29165,373982,29165,4734
29167,379877,29167,4837
29169,364597,29169,4257
29171,26426,29171,301
29173,90732,29173,842
29175,220179,29175,2356
29177,157432,29177,1599
29179,51511,29179,367
29181,99312,29181,1260
29183,4421921,29183,57946
29185,62553,29185,571
29186,187948,29186,1175
29187,975720,29187,10088
29189,11432989,29189,300060
29195,342713,29195,4010
29197,27803,29197,174
29199,31187,29199,443
29201,499714,29201,9685
29203,63267,29203,1334
29205,42312,29205,507
29207,300774,29207,5334
29209,241698,29209,3622
29211,108883,29211,1257
29213,583279,29213,9609
29215,187487,29215,2111
29217,149299,29217,2822
29219,305667,29219,2240
29221,257541,29221,5242
29223,99409,29223,868
29225,360539,29225,5265
29227,15927,29227,81
29229,164638,29229,2732
29510,3016898,29510,71973
30001,103115,30001,865
30003,345084,30003,9885
30005,83397,30005,2677
30007,39997,30007,283
30009,99695,30009,981
30011,17425,30011,536
30013,862162,30013,13961
30015,49450,30015,467
30017,130388,30017,1499
30019,19464,30019,677
30021,116844,30021,2747
30023,122319,30023,1311
30025,33004,30025,177
30027,110684,30027,1723
30029,1211672,30029,8447
30031,1377669,30031,5039
30033,10300,30033,221
30035,203391,30035,3280
30037,5839,30037,92
30039,22949,30039,201
30041,226526,30041,4682
30043,100835,30043,523
30045,9630,30045,46
30047,216097,30047,2432
30049,614923,30049,5304
30051,13501,30051,124
30053,152849,30053,1605
30055,19532,30055,19
30057,78975,30057,740
30059,16857,30059,990
30061,19664,30061,7
30063,888467,30063,8021
30065,36018,30065,845
30067,119913,30067,679
30069,1312,30069,102
30071,60845,30071,1339
30073,53044,30073,377
30075,14032,30075,758
30077,96551,30077,605
30079,14881,30079,196
30081,275398,30081,2905
30083,116302,30083,1577
30085,204724,30085,6388
30087,173095,30087,5091
30089,57770,30089,733
30091,43607,30091,476
30093,382484,30093,6166
30095,76831,30095,1299
30097,40924,30097,803
30099,42334,30099,499
30101,98176,30101,2343
30103,6096,30103,137
30105,95144,30105,1096
30107,19234,30107,743
30109,14274,30109,489
30111,2018301,30111,27032
31001,354867,31001,5993
31003,58225,31003,639
31005,2403,31005,21
31007,3221,31007,0
31009,2106,31009,0
31011,58059,31011,371
31013,102160,31013,918
31015,21797,31015,316
31017,26731,31017,183
31019,645914,31019,6409
31021,71679,31021,929
31023,105030,31023,1245
31025,250244,31025,1661
31027,76359,31027,960
31029,49235,31029,347
31031,32492,31031,857
31033,92790,31033,1350
31035,76304,31035,953
31037,306890,31037,2830
31039,116209,31039,1054
31041,94332,31041,2602
31043,809240,31043,14150
31045,80593,31045,2034
31047,482269,31047,4788
31049,8994,31049,52
31051,71225,31051,1050
31053,624645,31053,6995
31055,8521382,31055,85939
31057,15437,31057,506
31059,55843,31059,1019
31061,29101,31061,305
31063,19775,31063,126
31065,50898,31065,670
31067,243741,31067,2409
31069,12927,31069,68
31071,16353,31071,345
31073,23339,31073,320
31075,3064,31075,346
31077,23473,31077,156
31079,1074299,31079,20252
31081,109487,31081,4323
31083,23490,31083,0
31085,6795,31085,0
31087,23139,31087,289
31089,91234,31089,1590
31091,6869,31091,230
31093,67184,31093,2221
31095,67690,31095,71
31097,66600,31097,633
31099,85681,31099,394
31101,72675,31101,325
31103,4744,31103,0
31105,41296,31105,585
31107,96646,31107,812
31109,3480415,31109,22154
31111,409861,31111,4511
31113,8010,31113,0
31115,4522,31115,0
31117,3385,31117,57
31119,575260,31119,5367
31121,85845,31121,1252
31123,59235,31123,1268
31125,45109,31125,855
31127,68869,31127,1003
31129,39783,31129,108
31131,142327,31131,464
31133,20660,31133,88
31135,29298,31135,2149
31137,105877,31137,887
31139,74360,31139,2686
31141,586500,31141,5204
31143,67906,31143,2094
31145,120922,31145,869
31147,66806,31147,1636
31149,14523,31149,280
31151,326131,31151,695
31153,2369159,31153,12532
31155,266523,31155,1709
31157,539645,31157,8229
31159,220110,31159,2666
31161,51510,31161,1333
31163,21483,31163,615
31165,4388,31165,0
31167,42106,31167,699
31169,49173,31169,309
31171,5983,31171,43
31173,117052,31173,1438
31175,35073,31175,332
31177,229007,31177,2364
31179,121288,31179,735
31181,36893,31181,426
31183,3372,31183,0
31185,192557,31185,1285
32001,186276,32001,4593
32003,28998829,32003,489169
32005,259453,32005,2407
32007,557684,32007,5181
32009,3297,32009,0
32011,5283,32011,0
32013,113105,32013,1949
32015,52846,32015,959
32017,35089,32017,125
32019,301413,32019,5755
32021,25873,32021,471
32023,315620,32023,8370
32027,74128,32027,1223
32029,9028,32029,225
32031,5362539,32031,80317
32033,54620,32033,548
32510,610918,32510,9462
33001,262817,33001,7390
33003,142184,33003,642
33005,208720,33005,1937
33007,99050,33007,2329
33009,197442,33009,1378
33011,3013870,33011,102172
33013,684561,33013,12463
33015,1761332,33015,36006
33017,573454,33017,7461
33019,94031,33019,1436
34001,2570507,34001,91375
34003,10918093,34003,665882
34005,4113161,34005,159591
34007,5486663,34007,206568
34009,676075,34009,32593
34011,1762093,34011,56372
34013,10518896,34013,688684
34015,2663782,34015,87017
34017,10048891,34017,491844
34019,791612,34019,37832
34021,4041381,34021,203563
34023,9793080,34023,465630
34025,6651482,34025,289141
34027,4513409,34027,270937
34029,6970086,34029,360180
34031,8838309,34031,405470
34033,555766,34033,28764
34035,2953191,34035,186369
34037,962901,34037,64155
34039,8559159,34039,441543
34041,831883,34041,54044
35001,5784714,35001,96724
35003,8155,35003,550
35005,972826,35005,12959
35006,427667,35006,11957
35007,76729,35007,3142
35009,595994,35009,6156
35011,11448,35011,1
35013,2648539,35013,40765
35015,659205,35015,10606
35017,132733,35017,2527
35019,60396,35019,751
35021,1102,35021,0
35023,44529,35023,977
35025,970144,35025,13302
35027,160846,35027,1733
35028,42381,35028,173
35029,354689,35029,6616
35031,1873691,35031,81088
35033,13897,35033,380
35035,587085,35035,6595
35037,48444,35037,1048
35039,339465,35039,6519
35041,210213,35041,4295
35043,1194473,35043,23381
35045,1757380,35045,71316
35047,115083,35047,651
35049,1047048,35049,11043
35051,71051,35051,3632
35053,130368,35053,6024
35055,160553,35055,4750
35057,81211,35057,978
35059,42921,35059,999
35061,678765,35061,8114
36001,2109315,36001,54564
36003,256043,36003,8758
36007,1425028,36007,41864
36009,372015,36009,7345
36011,426131,36011,5931
36013,598479,36013,7355
36015,659873,36015,12039
36017,221411,36017,4971
36019,243334,36019,2541
36021,355657,36021,17124
36023,287587,36023,4330
36025,128481,36025,2584
36027,2655363,36027,64709
36029,7138051,36029,261125
36031,114179,36031,3165
36033,134240,36033,1179
36035,266736,36035,10045
36037,394102,36037,9095
36039,258012,36039,6756
36041,19602,36041,241
36043,370011,36043,7239
36045,329641,36045,3216
36049,149700,36049,2686
36051,290361,36051,4830
36053,380940,36053,7954
36055,5179587,36055,124899
36057,244757,36057,8135
36059,21390258,36059,804709
36063,1448823,36063,38975
36065,1927761,36065,55559
36067,3361250,36067,84242
36069,509569,36069,12233
36071,5501614,36071,144047
36073,242620,36073,16467
36075,522403,36075,6313
36077,209056,36077,3578
36079,957176,36079,21357
36083,786129,36083,18470
36087,6593735,36087,171832
36089,408826,36089,6365
36091,1007804,36091,10690
36093,1026542,36093,21156
36095,97355,36095,903
36097,77965,36097,1049
36099,131482,36099,3952
36101,528855,36101,20705
36103,22269613,36103,699089
36105,708909,36105,12222
36107,277762,36107,10319
36109,332619,36109,2668
36111,1199843,36111,31837
36113,260709,36113,10476
36115,205356,36115,5596
36117,394422,36117,5295
36119,16890939,36119,516115
36121,225214,36121,4295
36123,88677,36123,2977
37001,1818179,37001,26059
37003,397882,37003,5522
37005,105830,37005,348
37007,257682,37007,4431
37009,192226,37009,2968
37011,203115,37011,1676
37013,449633,37013,9767
37015,219047,37015,4993
37017,360281,37017,4951
37019,831486,37019,14015
37021,1597074,37021,36668
37023,1081598,37023,16517
37025,1979920,37025,28743
37027,953375,37027,6704
37029,55699,37029,856
37031,442054,37031,3573
37033,210119,37033,1916
37035,1839664,37035,27184
37037,621575,37037,17144
37039,238567,37039,3005
37041,151841,37041,2881
37043,69583,37043,1158
37045,1121013,37045,24823
37047,669248,37047,20235
37049,853001,37049,14992
37051,2550202,37051,31027
37053,114894,37053,1430
37055,182140,37055,1034
37057,1529789,37057,16522
37059,353753,37059,2977
37061,877316,37061,17495
37063,3018689,37063,33369
37065,577071,37065,14547
37067,3593130,37067,40319
37069,579609,37069,9709
37071,2647381,37071,41523
37073,64742,37073,1627
37075,65435,37075,1684
37077,691101,37077,13851
37079,271052,37079,4613
37081,4387756,37081,70200
37083,535564,37083,9413
37085,1057600,37085,20540
37087,363979,37087,10640
37089,968551,37089,22827
37091,254889,37091,8934
37093,504337,37093,6654
37095,62224,37095,1009
37097,1639288,37097,16911
37099,364603,37099,3750
37101,2088684,37101,23815
37103,74132,37103,3168
37105,694688,37105,7583
37107,570866,37107,12604
37109,908663,37109,5961
37111,519542,37111,7985
37113,282984,37113,2021
37115,123564,37115,2862
37117,230675,37117,4734
37119,11989888,37119,122349
37121,124319,37121,1506
37123,382279,37123,10123
37125,850657,37125,16225
37127,1079571,37127,19989
37129,1788724,37129,15130
37131,206679,37131,6219
37133,1425515,37133,12290
37135,980435,37135,17907
37137,99093,37137,915
37139,327255,37139,10512
37141,499799,37141,4729
37143,92548,37143,1086
37145,281440,37145,4772
37147,1999717,37147,10852
37149,141587,37149,3241
37151,1471504,37151,23812
37153,473797,37153,9141
37155,1859960,37155,28124
37157,731735,37157,5711
37159,1644342,37159,36447
37161,714941,37161,20912
37163,896409,37163,10702
37165,437167,37165,8221
37167,787861,37167,16079
37169,337684,37169,5317
37171,767159,37171,12572
37173,114641,37173,1499
37175,173743,37175,2390
37177,38693,37177,781
37179,2260875,37179,22660
37181,495304,37181,15213
37183,8386169,37183,74590
37185,183236,37185,2361
37187,96132,37187,2986
37189,427104,37189,2321
37191,1434304,37191,27695
37193,688220,37193,12461
37195,1011696,37195,19989
37197,410960,37197,4647
37199,145218,37199,1375
38001,28800,38001,190
38003,162767,38003,2974
38005,145587,38005,2527
38007,7342,38007,0
38009,84122,38009,2899
38011,41744,38011,517
38013,28429,38013,201
38015,1994711,38015,23546
38017,3046519,38017,33003
38019,53360,38019,481
38021,90572,38021,3756
38023,18903,38023,257
38025,53063,38025,1003
38027,58816,38027,820
38029,59644,38029,1723
38031,70430,38031,2026
38033,30588,38033,116
38035,1349836,38035,9060
38037,23607,38037,881
38039,39967,38039,317
38041,38398,38041,488
38043,33635,38043,1023
38045,63172,38045,2127
38047,29471,38047,895
38049,72082,38049,2893
38051,44133,38051,1137
38053,152550,38053,1411
38055,162960,38055,3356
38057,137076,38057,1065
38059,676356,38059,12821
38061,174479,38061,2170
38063,56407,38063,1441
38065,20374,38065,272
38067,92929,38067,1083
38069,61957,38069,2259
38071,196391,38071,2883
38073,74666,38073,1501
38075,37947,38075,1309
38077,207045,38077,1810
38079,240163,38079,3136
38081,52378,38081,691
38083,13386,38083,245
38085,87100,38085,1438
38087,4375,38087,0
38089,622297,38089,7141
38091,21651,38091,207
38093,411075,38093,8274
38095,35365,38095,1318
38097,121413,38097,1994
38099,220932,38099,2506
38101,1135557,38101,21347
38103,52592,38103,754
38105,566072,38105,4406
39001,193574,39001,2616
39003,1173599,39003,25980
39005,353269,39005,6137
39007,584195,39007,18010
39009,477728,39009,1963
39011,507898,39011,8506
39013,524149,39013,10176
39015,331587,39015,2713
39017,3860900,39017,43600
39019,166095,39019,2995
39021,276276,39021,3263
39023,1334232,39023,30031
39025,1731860,39025,15727
39027,323567,39027,5763
39029,1023330,39029,28302
39031,236833,39031,4040
39033,354500,39033,7945
39035,10806679,39035,222733
39037,577839,39037,16757
39039,364314,39039,9153
39041,1666116,39041,12306
39043,701267,39043,19443
39045,1508586,39045,16880
39047,259147,39047,3957
39049,13635816,39049,186261
39051,365112,39051,5417
39053,214323,39053,4056
39055,613274,39055,16482
39057,1366882,39057,19167
39059,269301,39059,3771
39061,8218214,39061,111274
39063,625236,39063,10868
39065,249430,39065,5980
39067,87656,39067,1785
39069,253044,39069,6294
39071,301828,39071,3499
39073,189872,39073,4623
39075,298805,39075,8925
39077,478248,39077,7331
39079,283556,39079,4377
39081,440281,39081,7648
39083,373543,39083,5816
39085,1788874,39085,25151
39087,517558,39087,7912
39089,1535406,39089,22531
39091,339289,39091,4176
39093,2149258,39093,40103
39095,4118116,39095,129709
39097,451092,39097,5506
39099,2211803,39099,90771
39101,1386128,39101,19399
39103,1329358,39103,22591
39105,124433,39105,3167
39107,599918,39107,11964
39109,1102752,39109,20036
39111,113412,39111,6288
39113,5221427,39113,72029
39115,86921,39115,2662
39117,262278,39117,1298
39119,732751,39119,5996
39121,128799,39121,3965
39123,346819,39123,9558
39125,159164,39125,2361
39127,255846,39127,3448
39129,1236379,39129,15138
39131,199737,39131,1509
39133,1075360,39133,25223
39135,374175,39135,5888
39137,466177,39137,11993
39139,1006551,39139,14897
39141,648451,39141,13436
39143,486897,39143,10212
39145,573085,39145,6936
39147,464660,39147,7774
39149,475678,39149,4803
39151,2867021,39151,77441
39153,4119934,39153,116325
39155,1542889,39155,52172
39157,876304,39157,20738
39159,504832,39159,3273
39161,221987,39161,4599
39163,72946,39163,1698
39165,2308069,39165,24701
39167,413597,39167,9903
39169,839239,39169,29802
39171,298921,39171,6091
39173,1243221,39173,29301
39175,214049,39175,5959
40001,329187,40001,3339
40003,107041,40003,401
40005,186588,40005,739
40007,46444,40007,413
40009,288983,40009,3467
40011,97448,40011,601
40013,620588,40013,5105
40015,441205,40015,8226
40017,1637607,40017,8732
40019,495998,40019,4106
40021,575966,40021,3605
40023,176770,40023,1217
40025,15664,40025,81
40027,3153305,40027,33642
40029,67733,40029,767
40031,1158289,40031,11189
40033,60824,40033,1578
40035,215827,40035,926
40037,670042,40037,12742
40039,433053,40039,4845
40041,479607,40041,9778
40043,53562,40043,461
